8000	10000	12000	14000	16000	18000	20000	22000	24000	26000	28000	30000	32000	34000	36000	38000	40000	
3	4	5.03333	6.03333	7.16667	8.66667	10.1	9.7	11.3667	13.7667	12.0667	13.2	14.7667	19.6	17.4	17.4667	18	
