1000	1500	2000	2500	3000	3500	4000	4500	5000	5500	6000	6500	7000	7500	8000	
541.033	1246.07	2245.2	3519.8	5155.6	6998	9077.33	11469.3	16474	22018.4	20565.9	24356.3	27814.2	32655.3	43290.7	
