500	600	700	800	900	1000	1100	1200	1300	1400	1500	1600	1700	1800	1900	2000	2100	2200	2300	2400	2500	2600	2700	2800	2900	3000	3100	3200	3300	3400	3500	3600	3700	3800	3900	4000	
202.033	269.033	320.567	399.867	492.033	588.7	699.567	818	942.133	1079.37	1233.47	1430.03	3446.03	2646.4	1993	2295.2	2364.1	2566.67	3031.73	2997.7	3208.63	3483.97	3746.07	5369.43	4515.6	4603.2	4944.93	5257.73	5576.27	5808.53	6303.03	6644.13	7618.97	8468.53	9561.97	9615.77	
