500	600	700	800	900	1000	1100	1200	1300	1400	1500	1600	1700	1800	1900	2000	2100	2200	2300	2400	2500	2600	2700	2800	2900	3000	3100	3200	3300	3400	3500	3600	3700	3800	3900	4000	
113.967	159	215.2	284.1	356.3	439.333	536	633.633	746.8	859.433	991	1134.67	1268.63	1420.73	1615.63	1765.87	1953.43	2134.3	2332.23	2514.97	2738.63	2997.6	3212.87	3396.93	3719.57	3970.03	4214	4507.7	4861.53	5125.43	5391.1	5596.63	5917.77	7124.53	8137.87	10141.9	
