500	600	700	800	900	1000	1100	1200	1300	1400	1500	1600	1700	1800	1900	2000	2100	2200	2300	2400	2500	2600	2700	2800	2900	3000	3100	3200	3300	3400	3500	3600	3700	3800	3900	4000	
130.867	190.433	261.733	344.467	437.933	547.5	663.633	789.533	928.467	1077.57	1245.2	1418.5	1603.2	1802.23	2007.7	2227.63	2505.4	2726.77	2963.73	3221.1	3515.23	3874.37	4135.07	4440.27	4804.33	5150.13	5498.3	5856.9	6171.73	6619.43	7294.3	9400.67	9921.67	10513	8855.9	9158.27	
