500	600	700	800	900	1000	1100	1200	1300	1400	1500	1600	1700	1800	1900	2000	2100	2200	2300	2400	2500	2600	2700	2800	2900	3000	3100	3200	3300	3400	3500	3600	3700	3800	3900	4000	
132.5	190.633	263.7	344.267	439.033	542.633	661.567	786.633	926.467	1224	1592.17	1827.23	2069.37	2219.77	2520.97	2876.23	3163.4	3479.63	3803.4	4163.63	4507.33	4869.37	4533.7	4464.53	4795.73	5075.13	5425.4	5877.73	6236.8	6599.5	7075.77	7430	7808.07	8257.67	8765.6	9193.43	
