8000	10000	12000	14000	16000	18000	20000	22000	24000	26000	28000	30000	32000	34000	36000	38000	40000	
3	4	4.86667	5	6.63333	7	8.36667	9.26667	9.43333	10.8333	11.9667	12.4	13	14.4	16.7667	17.7	17.5	
