500	600	700	800	900	1000	1100	1200	1300	1400	1500	1600	1700	1800	1900	2000	2100	2200	2300	2400	2500	2600	2700	2800	2900	3000	3100	3200	3300	3400	3500	3600	3700	3800	3900	4000	
27.3	34.3	46.1667	58.8667	74.6333	92.6667	118.2	136.667	161.033	179.733	200.833	231.467	259.267	288.467	321.3	355.4	390.233	429.767	472.3	507.333	540.133	583.767	632.767	672.133	724.633	798.667	890.033	970.667	1010.4	2198.43	1120.77	1167.67	1238.33	1299.17	1312.83	1374.37	
