500	600	700	800	900	1000	1100	1200	1300	1400	1500	1600	1700	1800	1900	2000	2100	2200	2300	2400	2500	2600	2700	2800	2900	3000	3100	3200	3300	3400	3500	3600	3700	3800	3900	4000	
206.1	286.733	373.5	474.433	599.133	711.5	834.367	992.7	1152.53	1319.4	1510.4	1683.83	1790.1	2069.1	2246.9	2571.2	2842.63	3123.2	3448.97	3671.93	3367.5	3473.23	3738.7	3998.23	4251.37	4542.9	4814.2	5139.63	5361.77	5810	6090.57	6408.47	6765.9	7206.37	7507.5	7951.67	
